"","AF","address","university","department","short_address","postal_code","country","EB_author.country","match"
"8977","de Barros, Laecio Carvalho","Univ Estadual Campinas, IMECC, Dept Matemat Aplicada, BR-13083859 Campinas, SP, Brazil.","Univ Estadual Campinas"," IMECC"," Dept Matemat Aplicada, BR-13083859 Campinas, SP, Brazil.","BR-13083859","Brazil","Brazil",TRUE
"8978","Peixoto, Magda da Silva","Univ Fed Sao Carlos, BR-18043970 Sorocaba, SP, Brazil.","Univ Fed Sao Carlos"," BR-18043970 Sorocaba"," SP, Brazil.",NA,"Brazil","Brazil",TRUE
"8979","Bassanezi, Rodney Carlos","Univ Estadual Campinas, IMECC, Dept Matemat Aplicada, BR-13083859 Campinas, SP, Brazil.","Univ Estadual Campinas"," IMECC"," Dept Matemat Aplicada, BR-13083859 Campinas, SP, Brazil.","BR-13083859","Brazil","Brazil",TRUE
"8980","de Barros, Laecio Carvalho","Univ Estadual Campinas, IMECC, Dept Matemat Aplicada, BR-13083859 Campinas, SP, Brazil.","Univ Estadual Campinas"," IMECC"," Dept Matemat Aplicada, BR-13083859 Campinas, SP, Brazil.","BR-13083859","Brazil","Brazil",TRUE
"8981","Peixoto, Magda da Silva","Univ Fed Sao Carlos, BR-18043970 Sorocaba, SP, Brazil.","Univ Fed Sao Carlos"," BR-18043970 Sorocaba"," SP, Brazil.",NA,"Brazil","Brazil",TRUE
"8982","Andere, C.","Univ Nacl, Ctr Prov Buenos Aires, Fac Vet Sci, Tandil, Argentina.","Univ Nacl"," Ctr Prov Buenos Aires"," Fac Vet Sci, Tandil, Argentina.",NA,"Argentina","Argentina",TRUE
"8983","Cepeda, R.","Univ Nacl, Ctr Prov Buenos Aires, Fac Exact Sci, Tandil, Argentina.","Univ Nacl"," Ctr Prov Buenos Aires"," Fac Exact Sci, Tandil, Argentina.",NA,"Argentina","Argentina",TRUE
"8984","Garcia, C.","Univ Nacl Mar del Plata, Fac Agr Sci, Balcarce, Argentina.","Univ Nacl Mar del Plata"," Fac Agr Sci"," Balcarce, Argentina.",NA,"Argentina","Argentina",TRUE
"8985","Marinelli, C.","Univ Nacl, Ctr Prov Buenos Aires, Fac Exact Sci, Tandil, Argentina.","Univ Nacl"," Ctr Prov Buenos Aires"," Fac Exact Sci, Tandil, Argentina.",NA,"Argentina","Argentina",TRUE
"8986","Palacio, A.","Univ Nacl Mar del Plata, Fac Agr Sci, Balcarce, Argentina.","Univ Nacl Mar del Plata"," Fac Agr Sci"," Balcarce, Argentina.",NA,"Argentina","Argentina",TRUE
"8987","Rodriguez, E. M.","Univ Nacl, Ctr Prov Buenos Aires, Fac Vet Sci, Tandil, Argentina.","Univ Nacl"," Ctr Prov Buenos Aires"," Fac Vet Sci, Tandil, Argentina.",NA,"Argentina","Argentina",TRUE
"8988","Barradas, Ignacio","Ctr Invest Matemat, Guanajuato 36000, Mexico.","Ctr Invest Matemat"," Guanajuato 36000"," Mexico.",NA,"Mexico","Mexico",TRUE
"8989","Villavicencio-Pulido, Geiser","Ctr Invest Matemat, Guanajuato 36000, Mexico.","Ctr Invest Matemat"," Guanajuato 36000"," Mexico.",NA,"Mexico","Mexico",TRUE
"8990","Couto, Paula R. L.","Natl Lab Sci Comp LNCC MCT, BR-22256107 Petropolis, Brazil.","Natl Lab Sci Comp LNCC MCT"," BR-22256107 Petropolis"," Brazil.",NA,"Brazil","Brazil",TRUE
"8991","Malta, Sandra M. C.","Natl Lab Sci Comp LNCC MCT, BR-22256107 Petropolis, Brazil.","Natl Lab Sci Comp LNCC MCT"," BR-22256107 Petropolis"," Brazil.",NA,"Brazil","Brazil",TRUE
"8992","Agostinho, Feni","FEA Coll Food Engn, Unicamp, BR-13083862 Campinas, SP, Brazil.","FEA Coll Food Engn"," Unicamp"," BR-13083862 Campinas, SP, Brazil.","BR-13083862","Brazil","Brazil",TRUE
"8993","Diniz, Guaraci","Sitio Duas Cachoeiras Farm, BR-13908009 Amparo, SP, Brazil.","Sitio Duas Cachoeiras Farm"," BR-13908009 Amparo"," SP, Brazil.",NA,"Brazil","Brazil",TRUE
"8994","Ortega, Enrique","FEA Coll Food Engn, Unicamp, BR-13083862 Campinas, SP, Brazil.","FEA Coll Food Engn"," Unicamp"," BR-13083862 Campinas, SP, Brazil.","BR-13083862","Brazil","Brazil",TRUE
"8995","Siche, Raul","Univ Natl Trujillo, Fac Ciencias Agropecuarias, Escuela Ingn Agroind, Trujillo, Peru.","Univ Natl Trujillo"," Fac Ciencias Agropecuarias"," Escuela Ingn Agroind, Trujillo, Peru.",NA,"Peru","Peru",TRUE
"8996","Garcia-Barrios, L. E.","El Colegio Frontera Sur, San Cristobal de las Casa, Chiapas, Mexico.","El Colegio Frontera Sur"," San Cristobal de las Casa"," Chiapas, Mexico.",NA,"Mexico","Mexico",TRUE
"8997","Pimm, M. S.","El Colegio Frontera Sur, San Cristobal de las Casa, Chiapas, Mexico.","El Colegio Frontera Sur"," San Cristobal de las Casa"," Chiapas, Mexico.",NA,"Mexico","Mexico",TRUE
"8998","Speelman, E. N.","El Colegio Frontera Sur, San Cristobal de las Casa, Chiapas, Mexico.","El Colegio Frontera Sur"," San Cristobal de las Casa"," Chiapas, Mexico.",NA,"Mexico","Mexico",TRUE
"8999","Gasca-Leyva, Eucario","CINVESTAV, Dept Recursos Mar, Merida, Yucatan, Mexico.","CINVESTAV"," Dept Recursos Mar"," Merida, Yucatan, Mexico.",NA,"Mexico","Mexico",TRUE
"9000","Hernandez, Juan M.","Univ Las Palmas Gran Canaria, Dept Quantitat Methods, Las Palmas Gran Canaria 35017, Spain.","Univ Las Palmas Gran Canaria"," Dept Quantitat Methods"," Las Palmas Gran Canaria 35017, Spain."," 35017","Spain","Spain",TRUE
"9001","Veliov, Vladimir M.","Vienna Univ Technol, Inst Math Methods Econ, A-1040 Vienna, Austria.","Vienna Univ Technol"," Inst Math Methods Econ"," A-1040 Vienna, Austria.","A-1040","Austria","Austria",TRUE
"9002","Lessios, H. A.","Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa"," Ancon, Panama.",NA,"Panama","Panama",TRUE
"9003","Herre, Edward Allen","Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa"," Ancon, Panama.",NA,"Panama","Panama",TRUE
"9004","Jander, K. Charlotte","Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa"," Ancon, Panama.",NA,"Panama","Panama",TRUE
"9005","Machado, Carlos Alberto","Univ Maryland, Dept Biol, College Pk, MD 20742 USA.","Univ Maryland"," Dept Biol"," College Pk, MD 20742 USA."," 20742","USA","USA",TRUE
"9006","Haug, Ingeborg","Univ Tubingen, Spezielle Bot Mykol & Bot Garden, D-72076 Tubingen, Germany.","Univ Tubingen"," Spezielle Bot Mykol & Bot Garden"," D-72076 Tubingen, Germany.","D-7207","Germany","Germany",TRUE
"9007","Kottke, Ingrid","Univ Tubingen, Spezielle Bot Mykol & Bot Garden, D-72076 Tubingen, Germany.","Univ Tubingen"," Spezielle Bot Mykol & Bot Garden"," D-72076 Tubingen, Germany.","D-7207","Germany","Germany",TRUE
"9008","Nebel, Martin","Staatl Museum Nat Kunde Stuttgart, D-70191 Stuttgart, Germany.","Staatl Museum Nat Kunde Stuttgart"," D-70191 Stuttgart"," Germany.",NA,"Germany","Germany",TRUE
"9009","Oberwinkler, Franz","Univ Tubingen, Spezielle Bot Mykol & Bot Garden, D-72076 Tubingen, Germany.","Univ Tubingen"," Spezielle Bot Mykol & Bot Garden"," D-72076 Tubingen, Germany.","D-7207","Germany","Germany",TRUE
"9010","Preussing, Markus","Staatl Museum Nat Kunde Stuttgart, D-70191 Stuttgart, Germany.","Staatl Museum Nat Kunde Stuttgart"," D-70191 Stuttgart"," Germany.",NA,"Germany","Germany",TRUE
"9011","Setaro, Sabrina","Univ Tubingen, Spezielle Bot Mykol & Bot Garden, D-72076 Tubingen, Germany.","Univ Tubingen"," Spezielle Bot Mykol & Bot Garden"," D-72076 Tubingen, Germany.","D-7207","Germany","Germany",TRUE
"9012","Pablo Suarez, Juan","Univ Tecn Particular Loja, Ctr Biol Celular & Mol, Loja, Ecuador.","Univ Tecn Particular Loja"," Ctr Biol Celular & Mol"," Loja, Ecuador.",NA,"Ecuador","Ecuador",TRUE
"9013","Weiss, Michael","Univ Tubingen, Spezielle Bot Mykol & Bot Garden, D-72076 Tubingen, Germany.","Univ Tubingen"," Spezielle Bot Mykol & Bot Garden"," D-72076 Tubingen, Germany.","D-7207","Germany","Germany",TRUE
"9014","Cueto, Victor R.","Univ Buenos Aires, Fac Ciencias Exactas & Nat, Dept Ecol Genet & Evoluc, Desert Community Ecol Res Team,Ecodes, Buenos Aires, DF, Argentina.","Univ Buenos Aires"," Fac Ciencias Exactas & Nat"," Dept Ecol Genet & Evoluc, Desert Community Ecol Res Team,Ecodes, Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"9015","Lopez de Casenave, Javier","Univ Buenos Aires, Fac Ciencias Exactas & Nat, Dept Ecol Genet & Evoluc, Desert Community Ecol Res Team,Ecodes, Buenos Aires, DF, Argentina.","Univ Buenos Aires"," Fac Ciencias Exactas & Nat"," Dept Ecol Genet & Evoluc, Desert Community Ecol Res Team,Ecodes, Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"9016","Marone, Luis","Consejo Nacl Invest Cient & Tecn, IADIZA Inst, Desert Community Ecol Res Team, Ecodes, RA-5500 Mendoza, Argentina.","Consejo Nacl Invest Cient & Tecn"," IADIZA Inst"," Desert Community Ecol Res Team, Ecodes, RA-5500 Mendoza, Argentina.","RA-5500","Argentina","Argentina",TRUE
"9017","Roque, Fabio de Oliveira","Univ Sao Paulo, FFCLRP, Lab Entomol Aquat, BR-14049 Ribeirao Preto, SP, Brazil.","Univ Sao Paulo"," FFCLRP"," Lab Entomol Aquat, BR-14049 Ribeirao Preto, SP, Brazil.","BR-14049","Brazil","Brazil",TRUE
"9018","Siqueira, Tadeu","Univ Fed Sao Carlos, Programa Posgrad Ecol & Recursos Nat, BR-13560 Sao Carlos, SP, Brazil.","Univ Fed Sao Carlos"," Programa Posgrad Ecol & Recursos Nat"," BR-13560 Sao Carlos, SP, Brazil.","BR-13560","Brazil","Brazil",TRUE
"9019","Trivinho-Strixino, Susana","Univ Fed Sao Carlos, Dept Hidrobiol, Lab Entomol Aquat, BR-13560 Sao Carlos, SP, Brazil.","Univ Fed Sao Carlos"," Dept Hidrobiol"," Lab Entomol Aquat, BR-13560 Sao Carlos, SP, Brazil.","BR-13560","Brazil","Brazil",TRUE
"9020","Loyola, Rafael D.","Univ Fed Minas Gerais, Lab Ecol & Comportamento Insetos, Inst Ciencias Biol, Depto Biol Geral, BR-30161970 Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Lab Ecol & Comportamento Insetos"," Inst Ciencias Biol, Depto Biol Geral, BR-30161970 Belo Horizonte, MG, Brazil.","BR-30161970","Brazil","Brazil",TRUE
"9021","Martins, Rogerio P.","Univ Fed Minas Gerais, Lab Ecol & Comportamento Insetos, Inst Ciencias Biol, Depto Biol Geral, BR-30161970 Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Lab Ecol & Comportamento Insetos"," Inst Ciencias Biol, Depto Biol Geral, BR-30161970 Belo Horizonte, MG, Brazil.","BR-30161970","Brazil","Brazil",TRUE
"9022","Carrete, Martina","CSIC, Estac Biol Donana, Dept Conservat Biol, Seville 41013, Spain.","CSIC"," Estac Biol Donana"," Dept Conservat Biol, Seville 41013, Spain."," 41013","Spain","Spain",TRUE
"9023","Serrano, David","CSIC, Estac Biol Donana, Dept Conservat Biol, Seville 41013, Spain.","CSIC"," Estac Biol Donana"," Dept Conservat Biol, Seville 41013, Spain."," 41013","Spain","Spain",TRUE
"9024","Tella, Jose L.","CSIC, Estac Biol Donana, Dept Conservat Biol, Seville 41013, Spain.","CSIC"," Estac Biol Donana"," Dept Conservat Biol, Seville 41013, Spain."," 41013","Spain","Spain",TRUE
"9025","Hudson, Robyn","Univ Nacl Autonoma Mexico, Inst Invest Biomed, Mexico City 04510, DF, Mexico.","Univ Nacl Autonoma Mexico"," Inst Invest Biomed"," Mexico City 04510, DF, Mexico."," 04510","Mexico","Mexico",TRUE
"9026","Trillmich, Fritz","Univ Bielefeld, Dept Anim Behav, D-33501 Bielefeld, Germany.","Univ Bielefeld"," Dept Anim Behav"," D-33501 Bielefeld, Germany.","D-3350","Germany","Germany",TRUE
"9027","Bautista, Amando","Univ Autonoma Tlaxcala, Ctr Tlaxcala Biol Conducta, Tlaxcala, Mexico.","Univ Autonoma Tlaxcala"," Ctr Tlaxcala Biol Conducta"," Tlaxcala, Mexico.",NA,"Mexico","Mexico",TRUE
"9028","Garcia-Torres, Esmeralda","Univ Autonoma Tlaxcala, Ctr Tlaxcala Biol Conducta, Tlaxcala, Mexico.","Univ Autonoma Tlaxcala"," Ctr Tlaxcala Biol Conducta"," Tlaxcala, Mexico.",NA,"Mexico","Mexico",TRUE
"9029","Hudson, Robyn","Univ Nacl Autonoma Mexico, Inst Invest Biomed, Mexico City 04510, DF, Mexico.","Univ Nacl Autonoma Mexico"," Inst Invest Biomed"," Mexico City 04510, DF, Mexico."," 04510","Mexico","Mexico",TRUE
"9030","Martinez-Gomez, Margarita","Univ Nacl Autonoma Mexico, Ctr Tlaxcala Biol Conducta, Tlaxcala, Mexico.","Univ Nacl Autonoma Mexico"," Ctr Tlaxcala Biol Conducta"," Tlaxcala, Mexico.",NA,"Mexico","Mexico",TRUE
"9031","Alvarez-Buylla, Elena R.","Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 04510, DF, Mexico.","Univ Nacl Autonoma Mexico"," Inst Ecol"," Mexico City 04510, DF, Mexico."," 04510","Mexico","Mexico",TRUE
"9032","Delgado, Patricia","Ctr Invest Cient Yucatan, Merida 97200, Yucatan, Mexico.","Ctr Invest Cient Yucatan"," Merida 97200"," Yucatan, Mexico.",NA,"Mexico","Mexico",TRUE
"9033","Enrique Eguiarte, Luis","Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 04510, DF, Mexico.","Univ Nacl Autonoma Mexico"," Inst Ecol"," Mexico City 04510, DF, Mexico."," 04510","Mexico","Mexico",TRUE
"9034","Molina-Freaner, Francisco","Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 83000, DF, Mexico.","Univ Nacl Autonoma Mexico"," Inst Ecol"," Mexico City 83000, DF, Mexico."," 83000","Mexico","Mexico",TRUE
"9035","Pinero, Daniel","Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 04510, DF, Mexico.","Univ Nacl Autonoma Mexico"," Inst Ecol"," Mexico City 04510, DF, Mexico."," 04510","Mexico","Mexico",TRUE
"9036","Arriaga-Weiss, Stefan L.","Univ Juarez Autonoma Tabasco, Div Acad Ciencias Biol, Villahermosa 86100, Tabasco, Mexico.","Univ Juarez Autonoma Tabasco"," Div Acad Ciencias Biol"," Villahermosa 86100, Tabasco, Mexico."," 86100","Mexico","Mexico",TRUE
"9037","Calme, Sophie","El Colegio Frontera Sur, Conservat Biodivers Area, Chetumal, QR, Mexico.","El Colegio Frontera Sur"," Conservat Biodivers Area"," Chetumal, QR, Mexico.",NA,"Mexico","Mexico",TRUE
"9038","Kampichler, Christian","Univ Juarez Autonoma Tabasco, Div Acad Ciencias Biol, Villahermosa 86100, Tabasco, Mexico.","Univ Juarez Autonoma Tabasco"," Div Acad Ciencias Biol"," Villahermosa 86100, Tabasco, Mexico."," 86100","Mexico","Mexico",TRUE
"9039","Flores-Palacios, Alejandro","Univ Autonoma Estado Morelos, CEAMISH, Cuernavaca 62209, Morelos, Mexico.","Univ Autonoma Estado Morelos"," CEAMISH"," Cuernavaca 62209, Morelos, Mexico."," 62209","Mexico","Mexico",TRUE
"9040","Garcia-Franco, Jose G.","Inst Ecol, Dept Ecol Func, Xalapa 91070, Veracruz, Mexico.","Inst Ecol"," Dept Ecol Func"," Xalapa 91070, Veracruz, Mexico."," 91070","Mexico","Mexico",TRUE
"9041","Craivshaw, Peter G., Jr.","IBAMA, Pantanal Matogrossense Natl Pk, BR-79331050 Corumba, MS, Brazil.","IBAMA"," Pantanal Matogrossense Natl Pk"," BR-79331050 Corumba, MS, Brazil.","BR-79331050","Brazil","Brazil",TRUE
"9042","Ferraz, Katia Maria P. M. B.","Univ Sao Paulo, ESALQ, Dept Forest Sci, Quantitat Methods Lab, BR-13418900 Piracicaba, SP, Brazil.","Univ Sao Paulo"," ESALQ"," Dept Forest Sci, Quantitat Methods Lab, BR-13418900 Piracicaba, SP, Brazil.","BR-13418900","Brazil","Brazil",TRUE
"9043","Haddad, Claudio M.","Univ Sao Paulo, ESALQ, Dept Anim Sci, BR-13418900 Piracicaba, SP, Brazil.","Univ Sao Paulo"," ESALQ"," Dept Anim Sci, BR-13418900 Piracicaba, SP, Brazil.","BR-13418900","Brazil","Brazil",TRUE
"9044","Palmeira, Francesca B. L.","Reserva Brasil, Res Dept, BR-04675010 Sao Paulo, Brazil.","Reserva Brasil"," Res Dept"," BR-04675010 Sao Paulo, Brazil.","BR-04675010","Brazil","Brazil",TRUE
"9045","Verdad, Luciano M.","Univ Sao Paulo, ESALQ, Biol Sci Dept Luiz Queiroz, Anim Ecol Lab, BR-13418900 Priacicaba, SP, Brazil.","Univ Sao Paulo"," ESALQ"," Biol Sci Dept Luiz Queiroz, Anim Ecol Lab, BR-13418900 Priacicaba, SP, Brazil.","BR-13418900","Brazil","Brazil",TRUE
"9046","Herrerias-Diego, Yuonne","Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Morelia, Michoacan, Mexico.","Univ Nacl Autonoma Mexico"," Ctr Invest Ecosistemas"," Morelia, Michoacan, Mexico.",NA,"Mexico","Mexico",TRUE
"9047","Lobo, Jorge A.","Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Morelia, Michoacan, Mexico.","Univ Nacl Autonoma Mexico"," Ctr Invest Ecosistemas"," Morelia, Michoacan, Mexico.",NA,"Mexico","Mexico",TRUE
"9048","Montoya, Gumersindo Sanchez","Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Morelia, Michoacan, Mexico.","Univ Nacl Autonoma Mexico"," Ctr Invest Ecosistemas"," Morelia, Michoacan, Mexico.",NA,"Mexico","Mexico",TRUE
"9049","Quesada, Mauricio","Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Morelia, Michoacan, Mexico.","Univ Nacl Autonoma Mexico"," Ctr Invest Ecosistemas"," Morelia, Michoacan, Mexico.",NA,"Mexico","Mexico",TRUE
"9050","Stoner, Kathryn E.","Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Morelia, Michoacan, Mexico.","Univ Nacl Autonoma Mexico"," Ctr Invest Ecosistemas"," Morelia, Michoacan, Mexico.",NA,"Mexico","Mexico",TRUE
"9051","Alves-Costa, Cecilia P.","Univ Fed Pernambuco, Dept Bot, BR-50670901 Recife, PE, Brazil.","Univ Fed Pernambuco"," Dept Bot"," BR-50670901 Recife, PE, Brazil.","BR-50670901","Brazil","Brazil",TRUE
"9052","Grillo, Alexandre","Univ Fed Pernambuco, Dept Bot, BR-50670901 Recife, PE, Brazil.","Univ Fed Pernambuco"," Dept Bot"," BR-50670901 Recife, PE, Brazil.","BR-50670901","Brazil","Brazil",TRUE
"9053","Oliveira, Marcondes A.","Univ Fed Pernambuco, Dept Bot, BR-50670901 Recife, PE, Brazil.","Univ Fed Pernambuco"," Dept Bot"," BR-50670901 Recife, PE, Brazil.","BR-50670901","Brazil","Brazil",TRUE
"9054","Peres, Carlos A.","Univ E Anglia, Sch Environm Sci, Norwich NR4 7TJ, Norfolk, England.","Univ E Anglia"," Sch Environm Sci"," Norwich NR4 7TJ, Norfolk, England.","NR4 7TJ",NA,"England",NA
"9055","Santos, Braulio A.","Natl Inst Amazonian Res INPA, Biol Dynam Forest Fragment Project, CP 478, BR-69011970 Manaus, Amazonas, Brazil.","Natl Inst Amazonian Res INPA"," Biol Dynam Forest Fragment Project"," CP 478, BR-69011970 Manaus, Amazonas, Brazil.","BR-69011970","Brazil","Brazil",TRUE
"9056","Tabarelli, Marcelo","Univ Fed Pernambuco, Dept Bot, BR-50670901 Recife, PE, Brazil.","Univ Fed Pernambuco"," Dept Bot"," BR-50670901 Recife, PE, Brazil.","BR-50670901","Brazil","Brazil",TRUE
"9057","Dickman, Chris R.","Univ Sydney, Sch Biol Sci, Inst Wildlife Res, Sydney, NSW 2006, Australia.","Univ Sydney"," Sch Biol Sci"," Inst Wildlife Res, Sydney, NSW 2006, Australia.","NSW 2006","Australia","Australia",TRUE
"9058","Finlayson, Graeme R.","Univ Sydney, Sch Biol Sci, Inst Wildlife Res, Sydney, NSW 2006, Australia.","Univ Sydney"," Sch Biol Sci"," Inst Wildlife Res, Sydney, NSW 2006, Australia.","NSW 2006","Australia","Australia",TRUE
"9059","Priddel, David","Dept Environm & Climate Change NSW, Hurstville, NSW 2220, Australia.","Dept Environm & Climate Change NSW"," Hurstville"," NSW 2220, Australia.","NSW 2220","Australia","Australia",TRUE
"9060","Vieira, Emerson M.","Univ Vale Rio dos Sinos, Ctr 2, Lab Ecol Mamiferos, UNISINOS, BR-93022000 Sao Leopoldo, RS, Brazil.","Univ Vale Rio dos Sinos"," Ctr 2"," Lab Ecol Mamiferos, UNISINOS, BR-93022000 Sao Leopoldo, RS, Brazil.","BR-93022000","Brazil","Brazil",TRUE
"9061","Wheeler, Robert","Dept Environm & Climate Change NSW, Hurstville, NSW 2220, Australia.","Dept Environm & Climate Change NSW"," Hurstville"," NSW 2220, Australia.","NSW 2220","Australia","Australia",TRUE
"9062","Kainer, K. A.","Univ Florida, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA.","Univ Florida"," Sch Forest Resources & Conservat"," Gainesville, FL 32611 USA."," 32611","USA","USA",TRUE
"9063","Serrano, R. O. P.","Univ Fed Acre, BR-69915900 Rio Branco, Acre, Brazil.","Univ Fed Acre"," BR-69915900 Rio Branco"," Acre, Brazil.",NA,"Brazil","Brazil",TRUE
"9064","Staudhammer, C. L.","Univ Florida, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA.","Univ Florida"," Sch Forest Resources & Conservat"," Gainesville, FL 32611 USA."," 32611","USA","USA",TRUE
"9065","Wadt, L. H. O.","Ctr Pesquisa Agroflorestal Acre Embrapa Acre, BR-69901108 Rio Branco, Acre, Brazil.","Ctr Pesquisa Agroflorestal Acre Embrapa Acre"," BR-69901108 Rio Branco"," Acre, Brazil.",NA,"Brazil","Brazil",TRUE
"9066","Laurance, William F.","Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa"," Ancon, Panama.",NA,"Panama","Panama",TRUE
"9067","Ferraz, Gonccalo","Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.","Inst Nacl de Pesquisas da Amazonia"," Biol Dynam Forest Fragments Project"," BR-69011970 Manaus, Amazonas, Brazil.","BR-69011970","Brazil","Brazil",TRUE
"9068","Lovejoy, Thomas E.","Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.","Inst Nacl de Pesquisas da Amazonia"," Biol Dynam Forest Fragments Project"," BR-69011970 Manaus, Amazonas, Brazil.","BR-69011970","Brazil","Brazil",TRUE
"9069","Marinelli, Carlos E.","Secretaria Estado Meio Ambiente & Desenvolvimento, BR-69050030 Manaus, Amazonas, Brazil.","Secretaria Estado Meio Ambiente & Desenvolvimento"," BR-69050030 Manaus"," Amazonas, Brazil.",NA,"Brazil","Brazil",TRUE
"9070","Eaton, Donald P.","Univ Nevada, Program Ecol Evolut & Conservat Biol, Reno, NV 89557 USA.","Univ Nevada"," Program Ecol Evolut & Conservat Biol"," Reno, NV 89557 USA."," 89557","USA","USA",TRUE
"9071","Keuroghlian, Alexine","Univ Nevada, Program Ecol Evolut & Conservat Biol, Reno, NV 89557 USA.","Univ Nevada"," Program Ecol Evolut & Conservat Biol"," Reno, NV 89557 USA."," 89557","USA","USA",TRUE
"9072","Pizo, Marco Aurelio","Univ Vale Rio dos Sinos, Ctr Ciencias Saude, Programa Posgrad Biol, BR-93022000 Sao Leopoldo, RS, Brazil.","Univ Vale Rio dos Sinos"," Ctr Ciencias Saude"," Programa Posgrad Biol, BR-93022000 Sao Leopoldo, RS, Brazil.","BR-93022000","Brazil","Brazil",TRUE
"9073","Araujo, Marcio Silva","Univ Estadual Campinas, Inst Biol, Programa Posgrad Ecol, BR-13083970 Campinas, SP, Brazil.","Univ Estadual Campinas"," Inst Biol"," Programa Posgrad Ecol, BR-13083970 Campinas, SP, Brazil.","BR-13083970","Brazil","Brazil",TRUE
