"AU_ID","UT","C1","RP","RID","RI","OI","Author_Order"
"Reneker, JL_1","WOS:000389444800001
","Univ North Carolina Wilmington, Ctr Marine Sci, Dept Biol & Marine Biol, Wilmington, NC 28409 USA.","Univ North Carolina Wilmington, Ctr Marine Sci, Dept Biol & Marine Biol, Wilmington, NC 28409 USA.","","","",1
"Kamel, SJ_1","WOS:000389444800001
","Univ North Carolina Wilmington, Ctr Marine Sci, Dept Biol & Marine Biol, Wilmington, NC 28409 USA.","","","","",2
"Tao, SL_1","WOS:000389444800002
","Peking Univ, Dept Ecol, Coll Urban & Environm Sci, Beijing 100871, Peoples R China.
Peking Univ, Key Lab Earth Surface Proc, Minist Educ, Beijing 100871, Peoples R China.","","","","",1
"Guo, QH_1","WOS:000389444800002
","Chinese Acad Sci, Inst Bot, State Key Lab Vegetat & Environm Change, Beijing 100093, Peoples R China.","","","","",2
"Li, C_1","WOS:000389444800002
","Peking Univ, Dept Ecol, Coll Urban & Environm Sci, Beijing 100871, Peoples R China.
Peking Univ, Key Lab Earth Surface Proc, Minist Educ, Beijing 100871, Peoples R China.","","","","",3
"Wang, ZH_1","WOS:000389444800002
","Peking Univ, Dept Ecol, Coll Urban & Environm Sci, Beijing 100871, Peoples R China.
Peking Univ, Key Lab Earth Surface Proc, Minist Educ, Beijing 100871, Peoples R China.","","","Wang,Zhiheng/G-1750-2010","Wang,Zhiheng/0000-0003-0808-7780",4
"Fang, JY_1","WOS:000389444800002
","Peking Univ, Dept Ecol, Coll Urban & Environm Sci, Beijing 100871, Peoples R China.
Peking Univ, Key Lab Earth Surface Proc, Minist Educ, Beijing 100871, Peoples R China.","Peking Univ, Key Lab Earth Surface Proc, Minist Educ, Beijing 100871, Peoples R China.","","","",5
"Rodriguez-Ronderos, ME_1","WOS:000389444800003
","Marquette Univ, Dept Biol Sci, Milwaukee, WI 53203 USA.
Univ Wisconsin, Dept Biol Sci, Milwaukee, WI 53211 USA.
Smithsonian Trop Res Inst, Apartado 2072, Balboa, Panama.","","","","",1
"Bohrer, G_1","WOS:000389444800003
","Ohio State Univ, Dept Civil Environm & Geodet Engn, Columbus, OH 43210 USA.","","","","",2
"Sanchez-Azofeifa, A_1","WOS:000389444800003
","Ohio State Univ, Dept Civil Environm & Geodet Engn, Columbus, OH 43210 USA.
Univ Alberta, Dept Earth & Atmospher Sci, Edmonton, AB T6G 2E3, Canada.
Univ Alberta, CEOS, Edmonton, AB T6G 2E3, Canada.","","","","Sanchez-Azofeifa,Arturo/0000-0001-7768-6600",3
"Powers, JS_1","WOS:000389444800003
","Smithsonian Trop Res Inst, Apartado 2072, Balboa, Panama.
Univ Minnesota, Dept Ecol, St Paul, MN 55108 USA.
Univ Minnesota, Dept Ecol & Behav, St Paul, MN 55108 USA.
Univ Minnesota, Dept Plant Biol, St Paul, MN 55108 USA.","","","","",4
"Schnitzer, SA_1","WOS:000389444800003
","Marquette Univ, Dept Biol Sci, Milwaukee, WI 53203 USA.
Smithsonian Trop Res Inst, Apartado 2072, Balboa, Panama.","Smithsonian Trop Res Inst, Apartado 2072, Balboa, Panama.","","","",5
"Zhu, ZC_1","WOS:000389444800004
","Royal Netherlands Inst Sea Res NIOZ, Dept Estuarine & Delta Syst, NL-4400 AC Yerseke, Netherlands.
Univ Utrecht, NL-4400 AC Yerseke, Netherlands.","Univ Utrecht, NL-4400 AC Yerseke, Netherlands.","","","",1
"van Belzen, J_1","WOS:000389444800004
","Royal Netherlands Inst Sea Res NIOZ, Dept Estuarine & Delta Syst, NL-4400 AC Yerseke, Netherlands.
Univ Utrecht, NL-4400 AC Yerseke, Netherlands.","","","","vanBelzen,Jim/0000-0003-2099-1545",2
"Hong, T_1","WOS:000389444800004
","Royal Netherlands Inst Sea Res NIOZ, Dept Estuarine & Delta Syst, NL-4400 AC Yerseke, Netherlands.
Univ Utrecht, NL-4400 AC Yerseke, Netherlands.","","","","",3
"Kunihiro, T_1","WOS:000389444800004
","TechnoSuruga Lab Co Ltd, Shimizu Ku, Nagasaki 330, Shizuoka 4240065, Japan.","","","","",4
"Ysebaert, T_1","WOS:000389444800004
","Royal Netherlands Inst Sea Res NIOZ, Dept Estuarine & Delta Syst, NL-4400 AC Yerseke, Netherlands.
Univ Utrecht, NL-4400 AC Yerseke, Netherlands.","","","","",5
"Herman, PMJ_1","WOS:000389444800004
","Deltares, Marine & Coastal Syst, NL-2629 HD Delft, Netherlands.","","","","",6
"Bouma, TJ_1","WOS:000389444800004
","Royal Netherlands Inst Sea Res NIOZ, Dept Estuarine & Delta Syst, NL-4400 AC Yerseke, Netherlands.
Univ Utrecht, NL-4400 AC Yerseke, Netherlands.","","","","",7
"O'Neill, BJ_1","WOS:000389444800005
","Univ Wisconsin, Dept Biol Sci, 800 West Main St, Whitewater, WI 53190 USA.","Univ Wisconsin, Dept Biol Sci, 800 West Main St, Whitewater, WI 53190 USA.","","","",1
"Senior, AM_1","WOS:000389444800006
","Univ Sydney, Charles Perkins Ctr, Sydney, NSW, Australia.
Univ Sydney, Sch Math & Stat, Sydney, NSW, Australia.","Univ Sydney, Sch Math & Stat, Sydney, NSW, Australia.","","","",1
"Grueber, CE_1","WOS:000389444800006
","Univ Sydney, Fac Vet Sci, Sch Life & Environm Sci, Sydney, NSW, Australia.
San Diego Zoo Global, San Diego, CA 92112 USA.","","","","",2
"Kamiya, T_1","WOS:000389444800006
","Univ Toronto, Dept Ecol & Evolutionary Biol, Toronto, ON M5S 3B2, Canada.","","","","",3
"Lagisz, M_1","WOS:000389444800006
","Univ New South Wales, Evolut & Ecol Res Ctr, Sydney, NSW, Australia.
Univ New South Wales, Sch Biol Earth & Environm Sci, Sydney, NSW, Australia.","","","","",4
"O'Dwyer, K_1","WOS:000389444800006
","Ryerson Univ, Dept Chem & Biol, Toronto, ON M5B 2K3, Canada.","","","","",5
"Santos, ESA_1","WOS:000389444800006
","Univ Sao Paulo, Inst Biociencias, Dept Zool, BECO, Rua Matao,Trav 14 321, BR-05508090 Sao Paulo, Brazil.","","","","Santos, Eduardo/0000-0002-0434-3655",6
"Nakagawa, S_1","WOS:000389444800006
","Univ New South Wales, Evolut & Ecol Res Ctr, Sydney, NSW, Australia.
Univ New South Wales, Sch Biol Earth & Environm Sci, Sydney, NSW, Australia.","","","Nakagawa,Shinichi/B-5571-2011","Nakagawa,Shinichi/0000-0002-7765-5182",7
"Rossman, S_1","WOS:000389444800007
","Michigan State Univ, Coll Nat Sci, Dept Integrat Biol, 288 Farm Lane RM 203, E Lansing, MI 48824 USA.
Hubbs Sea World Res Inst, 3830 S Highway A1A 4-181, Melbourne Beach, FL 32951 USA.","Hubbs Sea World Res Inst, 3830 S Highway A1A 4-181, Melbourne Beach, FL 32951 USA.","","","",1
"Yackulic, CB_1","WOS:000389444800007
","US Geol Survey, Southwest Biol Sci Ctr, 2255 N Gemini Dr, Flagstaff, AZ 86001 USA.","","","","",2
"Saunders, SP_1","WOS:000389444800007
","Michigan State Univ, Coll Nat Sci, Dept Integrat Biol, 288 Farm Lane RM 203, E Lansing, MI 48824 USA.","","","","",3
"Reid, J_1","WOS:000389444800007
","US Forest Serv, Pacific Northwest Res Stn, 3200 SW Jefferson Way, Corvallis, OR 97331 USA.","","","","",4
"Davis, R_1","WOS:000389444800007
","US Forest Serv, Pacific Northwest Res Stn, 3200 SW Jefferson Way, Corvallis, OR 97331 USA.","","","","",5
"Zipkin, EF_1","WOS:000389444800007
","Michigan State Univ, Coll Nat Sci, Dept Integrat Biol, 288 Farm Lane RM 203, E Lansing, MI 48824 USA.
Michigan State Univ, Ecol Evolutionary Biol & Behav Program, 293 Farm Lane RM 103, E Lansing, MI 48824 USA.","","","","",6
"Harris, DJ_1","WOS:000389444800008
","Univ Florida, Dept Wildlife Ecol & Conservat, 110 Newins Ziegler Hall POB 110430, Gainesville, FL 32611 USA.","Univ Florida, Dept Wildlife Ecol & Conservat, 110 Newins Ziegler Hall POB 110430, Gainesville, FL 32611 USA.","","","",1
"Morante, JC_1","WOS:000389444800009
","Univ Estadual Santa Cruz, Programa Posgrad Ecol & Conservacao Biodiversidad, Appl Conservat Ecol Lab, Rodovia Ilheus Itabuna,Km 16, BR-45662000 Ilheus, Bahia, Brazil.","Univ Estadual Santa Cruz, Programa Posgrad Ecol & Conservacao Biodiversidad, Appl Conservat Ecol Lab, Rodovia Ilheus Itabuna,Km 16, BR-45662000 Ilheus, Bahia, Brazil.","","MoranteFilho,JoseCarlos/K-8214-2015","MoranteFilho,Jose Carlos/0000-0002-1625-9872",1
"Arroyo-Rodriguez, V_1","WOS:000389444800009
","Univ Nacl Autonoma Mexico, Inst Invest Ecosistemas & Sustentabilidad, Morelia 58190, Michoacan, Mexico.","","","","",2
"Lohbeck, M_1","WOS:000389444800009
","Wageningen Univ, Forest Ecol & Forest Management Grp, POB 47, NL-6700 AA Wageningen, Netherlands.
World Agroforestry Ctr ICRAF, POB 30677-00100, Nairobi, Kenya.","","","","",3
"Tscharntke, T_1","WOS:000389444800009
","Georg August Univ Gottingen, Agroecol, Gottingen, Germany.","","","","",4
"Faria, D_1","WOS:000389444800009
","Univ Estadual Santa Cruz, Programa Posgrad Ecol & Conservacao Biodiversidad, Appl Conservat Ecol Lab, Rodovia Ilheus Itabuna,Km 16, BR-45662000 Ilheus, Bahia, Brazil.","","","Faria,Deborah/F-2879-2010","Faria,Deborah/0000-0002-0375-2887",5
"Paine, CET_1","WOS:000389444800010
","Univ Stirling, Biol & Environm Sci, Stirling FK9 4LA, Scotland.","Univ Stirling, Biol & Environm Sci, Stirling FK9 4LA, Scotland.","","","",1
"Beck, H_1","WOS:000389444800010
","Towson Univ, Dept Biol Sci, 8000 York Rd, Towson, MD 21252 USA.","","","","",2
"Terborgh, J_1","WOS:000389444800010
","Duke Univ, Ctr Trop Conservat, Nicholas Sch Environm & Earth Sci, POB 90318, Durham, NC 27708 USA.
Univ Florida, Florida Museum Nat Hist, Gainesville, FL 32611 USA.","","","","",3
"Heckman, RW_1","WOS:000389444800011
","Univ North Carolina Chapel Hill, Dept Biol, CB 3280, Chapel Hill, NC 27599 USA.","Univ North Carolina Chapel Hill, Dept Biol, CB 3280, Chapel Hill, NC 27599 USA.","","Heckman,Robert/J-2640-2015","Heckman,Robert/0000-0002-2281-3091",1
"Wright, JP_1","WOS:000389444800011
","Duke Univ, Dept Biol, Durham, NC 27708 USA.","","","","",2
"Mitchell, CE_1","WOS:000389444800011
","Univ North Carolina Chapel Hill, Dept Biol, CB 3280, Chapel Hill, NC 27599 USA.
Univ North Carolina Chapel Hill, Curriculum Environm & Ecol, Chapel Hill, NC 27599 USA.","","","","Mitchell, Charles/0000-0002-1633-1993",3
"Rigg, JL_1","WOS:000389444800012
","Univ Western Sydney, Hawkesbury Inst Environm, Penrith, NSW 2751, Australia.","Univ Western Sydney, Hawkesbury Inst Environm, Penrith, NSW 2751, Australia.","","","",1
"Offord, CA_1","WOS:000389444800012
","Royal Bot Gardens & Domain Trust, Australian Bot Garden Mt Annan, Australian PlantBank, Sydney, NSW 2587, Australia.","","","","",2
"Singh, BK_1","WOS:000389444800012
","Univ Western Sydney, Hawkesbury Inst Environm, Penrith, NSW 2751, Australia.
Univ Western Sydney, Global Ctr Land Based Innovat, Penrith, NSW 2751, Australia.","","","","",3
"Anderson, I_1","WOS:000389444800012
","Univ Western Sydney, Hawkesbury Inst Environm, Penrith, NSW 2751, Australia.","","","","",4
"Clarke, S_1","WOS:000389444800012
","NSW Pk & Wildlife Serv, Off Environm & Heritage, Sydney, NSW 2000, Australia.","","","","",5
"Powell, JR_1","WOS:000389444800012
","Univ Western Sydney, Hawkesbury Inst Environm, Penrith, NSW 2751, Australia.","","","","",6
"Sorensen, PO_1","WOS:000389444800013
","Boston Univ, Dept Biol, 5 Cummington St, Boston, MA 02215 USA.","Boston Univ, Dept Biol, 5 Cummington St, Boston, MA 02215 USA.","","","",1
"Templer, PH_1","WOS:000389444800013
","Boston Univ, Dept Biol, 5 Cummington St, Boston, MA 02215 USA.","","","","",2
"Christenson, L_1","WOS:000389444800013
","Vassar Coll, Dept Biol, Poughkeepsie, NY 12601 USA.","","","","",3
"Duran, J_1","WOS:000389444800013
","Univ Coimbra, Dept Life Sci, Ctr Funct Ecol, Coimbra, Portugal.","","","","Duran,Jorge/0000-0002-7375-5290",4
"Fahey, T_1","WOS:000389444800013
","Cornell Univ, Dept Nat Resources, Fernow Hall, Ithaca, NY 14853 USA.","","","","",5
"Fisk, MC_1","WOS:000389444800013
","Miami Univ, Dept Biol, Oxford, OH 45056 USA.","","","","",6
"Groffman, PM_1","WOS:000389444800013
","CUNY, Adv Sci Res Ctr, Brooklyn Coll, Dept Earth & Environm Sci, New York, NY USA.","","","","",7
"Morse, JL_1","WOS:000389444800013
","Portland State Univ, Dept Environm Sci & Management, Portland, OR 97207 USA.","","","","Morse,Jennifer/0000-0001-8872-4940",8
"Finzi, AC_1","WOS:000389444800013
","Boston Univ, Dept Biol, 5 Cummington St, Boston, MA 02215 USA.","","","","",9
"Midgley, MG_1","WOS:000389444800014
","Indiana Univ, Dept Biol, Jordan Hall,1001 E Third St, Bloomington, IN 47405 USA.
Morton Arboretum, 4100 Illinois Route 53, Lisle, IL 60532 USA.","Morton Arboretum, 4100 Illinois Route 53, Lisle, IL 60532 USA.","","","",1
"Phillips, RP_1","WOS:000389444800014
","Indiana Univ, Dept Biol, Jordan Hall,1001 E Third St, Bloomington, IN 47405 USA.","","","","",2
"Clark, RE_1","WOS:000389444800015
","Wesleyan Univ, Dept Biol, 52 Lawn Ave, Middletown, CT 06459 USA.","Wesleyan Univ, Dept Biol, 52 Lawn Ave, Middletown, CT 06459 USA.","","","",1
"Farkas, TE_1","WOS:000389444800015
","Univ Connecticut, Dept Ecol & Evolutionary Biol, Storrs, CT 06269 USA.","","","","",2
"Lichter-Marck, I_1","WOS:000389444800015
","Wesleyan Univ, Dept Biol, 52 Lawn Ave, Middletown, CT 06459 USA.","","","","",3
"Johnson, ER_1","WOS:000389444800015
","Wesleyan Univ, Dept Biol, 52 Lawn Ave, Middletown, CT 06459 USA.","","","","",4
"Singer, MS_1","WOS:000389444800015
","Wesleyan Univ, Dept Biol, 52 Lawn Ave, Middletown, CT 06459 USA.","","","","",5
"Walter, JA_1","WOS:000389444800016
","Univ Virginia, Dept Environm Sci, 291 McCormick Rd, Charlottesville, VA 22904 USA.
Univ Virginia, Blandy Expt Farm, 400 Blandy Farm Lane, Boyce, VA 22620 USA.
Univ Kansas, Dept Ecol & Evolutionary Biol, 2101 Constant Ave, Lawrence, KS 66047 USA.
Univ Kansas, Kansas Biol Survey, 2101 Constant Ave, Lawrence, KS 66047 USA.","Univ Kansas, Kansas Biol Survey, 2101 Constant Ave, Lawrence, KS 66047 USA.","","","",1
"Firebaugh, AL_1","WOS:000389444800016
","Univ Virginia, Dept Environm Sci, 291 McCormick Rd, Charlottesville, VA 22904 USA.
Univ Virginia, Blandy Expt Farm, 400 Blandy Farm Lane, Boyce, VA 22620 USA.","","","","",2
"Tobin, PC_1","WOS:000389444800016
","Univ Washington, Sch Environm & Forest Sci, 4000 15th Ave NE, Seattle, WA 98195 USA.","","","","",3
"Haynes, KJ_1","WOS:000389444800016
","Univ Virginia, Blandy Expt Farm, 400 Blandy Farm Lane, Boyce, VA 22620 USA.","","","","",4
"Cohen, JE_1","WOS:000389444800017
","Rockefeller Univ, Lab Populat, 1230 York Ave,Box 20, New York, NY 10065 USA.
Columbia Univ, 1230 York Ave,Box 20, New York, NY 10065 USA.
Columbia Univ, Dept Stat, 1255 Amsterdam Ave, New York, NY 10027 USA.
Univ Chicago, Dept Stat, 5747 South Ellis Ave, Chicago, IL 60637 USA.","Univ Chicago, Dept Stat, 5747 South Ellis Ave, Chicago, IL 60637 USA.","","","",1
"Saitoh, T_1","WOS:000389444800017
","Hokkaido Univ, Field Sci Ctr, North 11,West 10, Sapporo, Hokkaido 0600811, Japan.","","","Saitoh,Takashi/D-6021-2012","Saitoh,Takashi/0000-0003-4085-5014",2
"Rasmussen, NL_1","WOS:000389444800018
","Univ Calif Davis, Dept Entomol & Nematol, Davis, CA 95616 USA.","Univ Calif Davis, Dept Entomol & Nematol, Davis, CA 95616 USA.","","","Rasmussen,Nick/0000-0002-5106-9038",1
"Rudolf, VHW_1","WOS:000389444800018
","Rice Univ, Dept Ecol & Evolutionary Biol, Houston, TX 77251 USA.","","","","",2
"Tellenbach, C_1","WOS:000389444800019
","Eawag, Swiss Fed Inst Aquat Sci & Technol, Dept Aquat Ecol, CH-8600 Dubendorf, Switzerland.
Univ Birmingham, Sch Biosci, Birmingham B15 2TT, W Midlands, England.","Univ Birmingham, Sch Biosci, Birmingham B15 2TT, W Midlands, England.","","","Tellenbach,Christoph/0000-0002-9088-2187",1
"Tardent, N_1","WOS:000389444800019
","Eawag, Swiss Fed Inst Aquat Sci & Technol, Dept Aquat Ecol, CH-8600 Dubendorf, Switzerland.","","","","",2
"Pomati, F_1","WOS:000389444800019
","Eawag, Swiss Fed Inst Aquat Sci & Technol, Dept Aquat Ecol, CH-8600 Dubendorf, Switzerland.
Swiss Fed Inst Technol, Inst Integrat Biol, CH-8092 Zurich, Switzerland.","","","","",3
"Keller, B_1","WOS:000389444800019
","Eawag, Swiss Fed Inst Aquat Sci & Technol, Dept Aquat Ecol, CH-8600 Dubendorf, Switzerland.
Univ Zurich, Dept Systemat & Evolutionary Bot, CH-8008 Zurich, Switzerland.","","","","",4
"Hairston, NG_1","WOS:000389444800019
","Eawag, Swiss Fed Inst Aquat Sci & Technol, Dept Aquat Ecol, CH-8600 Dubendorf, Switzerland.
Cornell Univ, Dept Ecol Evolutionary Biol, Ithaca, NY USA.","","","","",5
"Wolinska, J_1","WOS:000389444800019
","Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Ecosyst Res, Muggelseedamm 301t, D-12587 Berlin, Germany.
Free Univ Berlin, Inst Biol, Dept Biol Chem & Pharm, Konigin Luise Str 1-3, D-14195 Berlin, Germany.","","","","",6
"Spaak, P_1","WOS:000389444800019
","Eawag, Swiss Fed Inst Aquat Sci & Technol, Dept Aquat Ecol, CH-8600 Dubendorf, Switzerland.
Swiss Fed Inst Technol, Inst Integrat Biol, CH-8092 Zurich, Switzerland.","","","","",7
"Baert, JM_1","WOS:000389444800020
","Univ Ghent, Lab Environm Toxicol & Appl Ecol, Coupure Links 653, B-9000 Ghent, Belgium.","Univ Ghent, Lab Environm Toxicol & Appl Ecol, Coupure Links 653, B-9000 Ghent, Belgium.","","","Baert,Jan/0000-0002-8640-043X",1
"De Laender, F_1","WOS:000389444800020
","Univ Namur, Res Unit Environm & Evolutionary Biol, Rue Bruxelles 61, B-5000 Namur, Belgium.","","","","",2
"Sabbe, K_1","WOS:000389444800020
","Univ Ghent, Lab Protistol & Aquat Ecol, Krijgslaan 281-S8, B-9000 Ghent, Belgium.","","","","",3
"Janssen, CR_1","WOS:000389444800020
","Univ Ghent, Lab Environm Toxicol & Appl Ecol, Coupure Links 653, B-9000 Ghent, Belgium.","","","","",4
"Edwards, KF_1","WOS:000389444800021
","Univ Hawaii, Dept Oceanog, Honolulu, HI 96822 USA.","Univ Hawaii, Dept Oceanog, Honolulu, HI 96822 USA.","","","",1
"Cameron, H_1","WOS:000389444800022
","Monash Univ, Sch Biol Sci, Ctr Geometr Biol, Melbourne, Vic 3800, Australia.","Monash Univ, Sch Biol Sci, Ctr Geometr Biol, Melbourne, Vic 3800, Australia.","","","",1
"Monro, K_1","WOS:000389444800022
","Monash Univ, Sch Biol Sci, Ctr Geometr Biol, Melbourne, Vic 3800, Australia.","","","","",2
"Malerba, M_1","WOS:000389444800022
","Monash Univ, Sch Biol Sci, Ctr Geometr Biol, Melbourne, Vic 3800, Australia.","","","","",3
"Munch, S_1","WOS:000389444800022
","NOAA, Natl Marine Fisheries Serv, Fisheries Ecol Div, Southwest Fisheries Sci Ctr, Santa Cruz, CA 95060 USA.","","","","",4
"Marshall, D_1","WOS:000389444800022
","Monash Univ, Sch Biol Sci, Ctr Geometr Biol, Melbourne, Vic 3800, Australia.","","","","",5
"Vanni, MJ_1","WOS:000389444800023
","Miami Univ, Dept Biol, Oxford, OH 45056 USA.","Miami Univ, Dept Biol, Oxford, OH 45056 USA.","","","",1
"McIntyre, PB_1","WOS:000389444800023
","Univ Wisconsin, Ctr Limnol, Madison, WI 53706 USA.","","","","",2
"Birtel, J_1","WOS:000389444800024
","Eawag, Dept Aquat Ecol, Seestr 79, CH-6047 Kastanienbaum, Luzern, Switzerland.
Swiss Fed Inst Technol, Dept Environm Syst Sci D USYS, Zurich, Switzerland.","","","","",1
"Matthews, B_1","WOS:000389444800024
","Eawag, Dept Aquat Ecol, Seestr 79, CH-6047 Kastanienbaum, Luzern, Switzerland.","Eawag, Dept Aquat Ecol, Seestr 79, CH-6047 Kastanienbaum, Luzern, Switzerland.","","Matthews,Blake/B-5608-2009","Matthews,Blake/0000-0001-9089-704X",2
"Alvarez-Noriega, M_1","WOS:000389444800025
","James Cook Univ, Marine Biol & Aquaculture, Coll Sci & Engn, Townsville, Qld 4811, Australia.
James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia.","James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia.","","","",1
"Baird, AH_1","WOS:000389444800025
","James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia.","","","","",2
"Dornelas, M_1","WOS:000389444800025
","Univ St Andrews, Ctr Biol Div, Scottish Oceans Inst, St Andrews KY16 9TH, Fife, Scotland.","","","","",3
"Madin, JS_1","WOS:000389444800025
","Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109, Australia.","","","","Madin,Joshua/0000-0002-5005-6227",4
"Cumbo, VR_1","WOS:000389444800025
","Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109, Australia.","","","","Cumbo,Vivian/0000-0001-5757-8899",5
"Connolly, SR_1","WOS:000389444800025
","James Cook Univ, Marine Biol & Aquaculture, Coll Sci & Engn, Townsville, Qld 4811, Australia.
James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia.","","","","Connolly,Sean/0000-0003-1537-0859",6
"Chapple, TK_1","WOS:000389444800026
","Stanford Univ, Hopkins Marine Stn, 120 Oceanview Blvd, Pacific Grove, CA 93950 USA.","Stanford Univ, Hopkins Marine Stn, 120 Oceanview Blvd, Pacific Grove, CA 93950 USA.","","","",1
"Chambert, T_1","WOS:000389444800026
","Montana State Univ, Dept Ecol, POB 173460, Bozeman, MT 59717 USA.
Penn State Univ, Dept Ecosyst Sci & Management, University Pk, PA 16802 USA.","","","","",2
"Kanive, PE_1","WOS:000389444800026
","Montana State Univ, Dept Ecol, POB 173460, Bozeman, MT 59717 USA.","","","","",3
"Jorgensen, SJ_1","WOS:000389444800026
","Monterey Bay Aquarium, 886 Cannery Row, Monterey, CA 93940 USA.","","","","",4
"Rotella, JJ_1","WOS:000389444800026
","Montana State Univ, Dept Ecol, POB 173460, Bozeman, MT 59717 USA.","","","","",5
"Anderson, SD_1","WOS:000389444800026
","Point Reyes Natl Seashore, Inverness, CA 94937 USA.","","","","",6
"Carlisle, AB_1","WOS:000389444800026
","Stanford Univ, Hopkins Marine Stn, 120 Oceanview Blvd, Pacific Grove, CA 93950 USA.","","","","",7
"Block, BA_1","WOS:000389444800026
","Stanford Univ, Hopkins Marine Stn, 120 Oceanview Blvd, Pacific Grove, CA 93950 USA.","","","","",8
"Wasson, K_1","WOS:000389444800027
","Elkhorn Slough Natl Estuarine Res Reserve, 1700 Elkhorn Rd, Santa Cruz, CA 95064 USA.
Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, 100 Shaffer Rd, Santa Cruz, CA 95060 USA.","Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, 100 Shaffer Rd, Santa Cruz, CA 95060 USA.","","","",1
"Hughes, BB_1","WOS:000389444800027
","Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, 100 Shaffer Rd, Santa Cruz, CA 95060 USA.
Duke Univ, Div Marine Sci & Conservat, Nicholas Sch Environm, Beaufort, NC 28516 USA.","","","","",2
"Berriman, JS_1","WOS:000389444800027
","Chapman Univ, Schmid Coll Sci & Technol, Dept Biol Sci, Orange, CA 92866 USA.
Calif State Univ Fullerton, Dept Biol Sci MH 282, POB 6850, Fullerton, CA 92834 USA.","","","","",3
"Chang, AL_1","WOS:000389444800027
","Smithsonian Environm Res Ctr, 3152 Paradise Dr, Tiburon, CA 94920 USA.
San Francisco Bay Natl Estuarine Res Reserve, 3152 Paradise Dr, Tiburon, CA 94920 USA.
Univ Calif Davis, Dept Environm Sci & Policy, One Shields Ave, Davis, CA 95616 USA.","","","Chang,Andrew/J-8058-2016","Chang,Andrew/0000-0002-7870-285X",4
"Deck, AK_1","WOS:000389444800027
","San Francisco Bay Natl Estuarine Res Reserve, 3152 Paradise Dr, Tiburon, CA 94920 USA.
Univ Calif Davis, Dept Environm Sci & Policy, One Shields Ave, Davis, CA 95616 USA.","","","","",5
"Dinnel, PA_1","WOS:000389444800027
","Skagit Cty Marine Resources Comm, 1800 Continental Pl, Washington, DC 98273 USA.","","","","",6
"Endris, C_1","WOS:000389444800027
","Elkhorn Slough Natl Estuarine Res Reserve, 1700 Elkhorn Rd, Santa Cruz, CA 95064 USA.","","","","",7
"Espinoza, M_1","WOS:000389444800027
","Calif State Univ Fullerton, Dept Biol Sci MH 282, POB 6850, Fullerton, CA 92834 USA.","","","","",8
"Dudas, S_1","WOS:000389444800027
","Vancouver Isl Univ, 900 Fifth St, Nanaimo, BC V9R 5S5, Canada.","","","","",9
"Ferner, MC_1","WOS:000389444800027
","San Francisco Bay Natl Estuarine Res Reserve, 3152 Paradise Dr, Tiburon, CA 94920 USA.","","","","",10
"Grosholz, ED_1","WOS:000389444800027
","Univ Calif Davis, Dept Environm Sci & Policy, One Shields Ave, Davis, CA 95616 USA.","","","","",11
"Kimbro, D_1","WOS:000389444800027
","Northeastern Univ, Dept Marine & Environm Sci, Ctr Marine Sci, Nahant, MA 01908 USA.","","","","",12
"Ruesink, JL_1","WOS:000389444800027
","Univ Washington, Dept Biol, Seattle, WA 98195 USA.","","","","",13
"Trimble, AC_1","WOS:000389444800027
","Univ Washington, Dept Biol, Seattle, WA 98195 USA.","","","","",14
"Schaaf, DV_1","WOS:000389444800027
","Nature Conservancy, 821 SE 14th Ave, Portland, OR 97214 USA.","","","","",15
"Zabin, CJ_1","WOS:000389444800027
","Smithsonian Environm Res Ctr, 3152 Paradise Dr, Tiburon, CA 94920 USA.
Univ Calif Davis, Dept Environm Sci & Policy, One Shields Ave, Davis, CA 95616 USA.","","","","",16
"Zacherl, DC_1","WOS:000389444800027
","Calif State Univ Fullerton, Dept Biol Sci MH 282, POB 6850, Fullerton, CA 92834 USA.","","","","",17
"Resetarits, WJ_1","WOS:000389444800028
","Univ Mississippi, Dept Biol, Oxford, MS 38677 USA.","Univ Mississippi, Dept Biol, Oxford, MS 38677 USA.","","","",1
"Pintar, MR_1","WOS:000389444800028
","Univ Mississippi, Dept Biol, Oxford, MS 38677 USA.","","","","Pintar,Matthew/0000-0003-0165-3882",2
"Thomsen, SK_1","WOS:000389444800029
","Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6, Canada.","Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6, Canada.","","","",1
"Green, DJ_1","WOS:000389444800029
","Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6, Canada.","","","","",2
